-3.00 1.47e-01 1.47e-01 
-2.50 1.32e-01 1.32e-01 
-2.00 8.77e-02 8.77e-02 
-1.50 -1.88e-02 -1.88e-02 
-1.00 -1.45e-01 -1.45e-01 
-0.50 -4.85e-02 -4.85e-02 
0.00 -2.75e-04 -2.75e-04 
0.50 1.02e-05 1.02e-05 
1.00 -3.32e-07 -3.32e-07 
1.50 3.20e-08 3.20e-08 
2.00 4.38e-08 4.38e-08 
2.50 1.53e-07 1.53e-07 
